PASSENGERS,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,YEAR,MONTH,CLASS
0.00,0.00,4W,20323,31517,FAI,"Fairbanks, AK",31517,FAI,"Fairbanks, AK",2025,7,P
0.00,0.00,5Y,20007,30194,DFW,"Dallas/Fort Worth, TX",30194,DFW,"Dallas/Fort Worth, TX",2025,7,P
0.00,0.00,5Y,20007,30299,ANC,"Anchorage, AK",30299,ANC,"Anchorage, AK",2025,7,P
0.00,0.00,5Y,20007,30466,AZA,"Phoenix, AZ",30466,AZA,"Phoenix, AZ",2025,7,P
0.00,0.00,5Y,20007,30852,BWI,"Baltimore, MD",30852,BWI,"Baltimore, MD",2025,7,L
0.00,0.00,5Y,20007,30928,IAB,"Wichita, KS",30928,IAB,"Wichita, KS",2025,7,P
0.00,0.00,5Y,20007,30977,ORD,"Chicago, IL",30977,ORD,"Chicago, IL",2025,7,P
0.00,0.00,5Y,20007,30994,CHS,"Charleston, SC",30994,CHS,"Charleston, SC",2025,7,P
0.00,0.00,5Y,20007,31453,IAH,"Houston, TX",31453,IAH,"Houston, TX",2025,7,L
0.00,0.00,5Y,20007,31703,JFK,"New York, NY",31703,JFK,"New York, NY",2025,7,P
0.00,0.00,5Y,20007,32134,HNL,"Honolulu, HI",32134,HNL,"Honolulu, HI",2025,7,P
0.00,0.00,5Y,20007,32467,FLL,"Fort Lauderdale, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,0.00,5Y,20007,32467,MIA,"Miami, FL",32467,MIA,"Miami, FL",2025,7,P
0.00,0.00,5Y,20007,32467,OPF,"Miami, FL",32467,OPF,"Miami, FL",2025,7,L
0.00,0.00,5Y,20007,35045,SUU,"Fairfield, CA",35045,SUU,"Fairfield, CA",2025,7,P
0.00,0.00,7S,20330,30299,ANC,"Anchorage, AK",30299,ANC,"Anchorage, AK",2025,7,G
0.00,0.00,ABX,20453,30466,PHX,"Phoenix, AZ",30466,PHX,"Phoenix, AZ",2025,7,G
0.00,0.00,ABX,20453,30559,SEA,"Seattle, WA",30559,SEA,"Seattle, WA",2025,7,G
0.00,0.00,ABX,20453,30852,BWI,"Baltimore, MD",30852,BWI,"Baltimore, MD",2025,7,G
0.00,0.00,ABX,20453,30977,ORD,"Chicago, IL",30977,ORD,"Chicago, IL",2025,7,G
0.00,0.00,ABX,20453,31453,IAH,"Houston, TX",31453,IAH,"Houston, TX",2025,7,G
0.00,0.00,ABX,20453,32467,MIA,"Miami, FL",32467,MIA,"Miami, FL",2025,7,G
0.00,0.00,ABX,20453,32575,LAX,"Los Angeles, CA",32575,LAX,"Los Angeles, CA",2025,7,G
0.00,0.00,ABX,20453,33105,CVG,"Cincinnati, OH",33105,CVG,"Cincinnati, OH",2025,7,G
0.00,0.00,ABX,20453,33105,CVG,"Cincinnati, OH",33105,CVG,"Cincinnati, OH",2025,7,P
0.00,0.00,ABX,20453,33195,TPA,"Tampa, FL",33195,TPA,"Tampa, FL",2025,7,G
0.00,0.00,ABX,20453,33195,TPA,"Tampa, FL",33195,TPA,"Tampa, FL",2025,7,P
0.00,0.00,ABX,20453,33947,OSC,"Oscoda, MI",33947,OSC,"Oscoda, MI",2025,7,G
0.00,0.00,AMQ,20201,31295,YIP,"Detroit, MI",31295,YIP,"Detroit, MI",2025,7,P
0.00,0.00,AS,19930,30299,ANC,"Anchorage, AK",30299,ANC,"Anchorage, AK",2025,7,G
0.00,0.00,C5,20445,31453,IAH,"Houston, TX",31453,IAH,"Houston, TX",2025,7,F
0.00,0.00,C5,20445,35048,SUX,"Sioux City, IA",35048,SUX,"Sioux City, IA",2025,7,F
0.00,0.00,EM,20263,30299,ANC,"Anchorage, AK",30299,ANC,"Anchorage, AK",2025,7,G
0.00,0.00,EM,20263,30466,PHX,"Phoenix, AZ",30466,PHX,"Phoenix, AZ",2025,7,G
0.00,0.00,EM,20263,30559,SEA,"Seattle, WA",30559,SEA,"Seattle, WA",2025,7,G
0.00,0.00,EM,20263,33486,MSO,"Missoula, MT",33486,MSO,"Missoula, MT",2025,7,G
0.00,0.00,EM,20263,34457,RAP,"Rapid City, SD",34457,RAP,"Rapid City, SD",2025,7,G
0.00,0.00,GCA,22085,32206,HRL,"Harlingen/San Benito, TX",32206,HRL,"Harlingen/San Benito, TX",2025,7,L
0.00,0.00,K2,21820,32807,KSM,"St. Mary's, AK",32807,KSM,"St. Mary's, AK",2025,7,F
0.00,0.00,K2,21820,35086,SXQ,"Soldotna, AK",35086,SXQ,"Soldotna, AK",2025,7,F
0.00,0.00,KLQ,20372,31295,YIP,"Detroit, MI",31295,YIP,"Detroit, MI",2025,7,L
0.00,0.00,KLQ,20372,32467,MIA,"Miami, FL",32467,MIA,"Miami, FL",2025,7,L
0.00,0.00,KLQ,20372,33198,MCI,"Kansas City, MO",33198,MCI,"Kansas City, MO",2025,7,L
0.00,0.00,KLQ,20372,33947,OSC,"Oscoda, MI",33947,OSC,"Oscoda, MI",2025,7,L
0.00,0.00,LF,21635,33121,LWB,"Lewisburg, WV",33121,LWB,"Lewisburg, WV",2025,7,L
0.00,0.00,PO,20100,30299,ANC,"Anchorage, AK",30299,ANC,"Anchorage, AK",2025,7,P
0.00,0.00,PO,20100,32467,MIA,"Miami, FL",32467,MIA,"Miami, FL",2025,7,P
0.00,0.00,SY,20422,30194,AFW,"Dallas/Fort Worth, TX",30194,AFW,"Dallas/Fort Worth, TX",2025,7,P
0.00,0.00,TI,21743,32467,FLL,"Fort Lauderdale, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,0.00,U7,20447,33038,LRD,"Laredo, TX",33038,LRD,"Laredo, TX",2025,7,P
0.00,0.00,WN,19393,32211,LAS,"Las Vegas, NV",32211,LAS,"Las Vegas, NV",2025,7,F
0.00,0.00,X9,20377,30194,AFW,"Dallas/Fort Worth, TX",30194,AFW,"Dallas/Fort Worth, TX",2025,7,L
0.00,6.00,6F,22105,33894,OOK,"Toksook, AK",35282,TNK,"Tununak, AK",2025,7,F
0.00,6.00,7S,20330,30113,BET,"Bethel, AK",34130,PKA,"Napaskiak, AK",2025,7,G
0.00,6.00,8E,20331,35709,WAA,"Wales, AK",35278,TNC,"Tin City, AK",2025,7,L
0.00,6.00,K2,21820,35282,TNK,"Tununak, AK",33894,OOK,"Toksook, AK",2025,7,F
0.00,6.00,X9,20377,30559,SEA,"Seattle, WA",30559,BFI,"Seattle, WA",2025,7,L
0.00,7.00,8E,20331,35245,TLA,"Teller, AK",32822,KTS,"Brevig Mission, AK",2025,7,F
0.00,7.00,SNK,20226,35406,TYE,"Tyonek, AK",36390,BVU,"Beluga, AK",2025,7,P
0.00,7.00,SNK,20226,36390,BVU,"Beluga, AK",35406,TYE,"Tyonek, AK",2025,7,F
0.00,7.00,SNK,20226,36390,BVU,"Beluga, AK",35406,TYE,"Tyonek, AK",2025,7,P
0.00,8.00,5Y,20007,32467,MIA,"Miami, FL",32467,OPF,"Miami, FL",2025,7,P
0.00,8.00,5Y,20007,32467,OPF,"Miami, FL",32467,MIA,"Miami, FL",2025,7,L
0.00,8.00,5Y,20007,32467,OPF,"Miami, FL",32467,MIA,"Miami, FL",2025,7,P
0.00,8.00,7S,20330,30113,BET,"Bethel, AK",35798,WNA,"Napakiak, AK",2025,7,G
0.00,8.00,7S,20330,35798,WNA,"Napakiak, AK",30113,BET,"Bethel, AK",2025,7,G
0.00,8.00,GCA,22085,32467,MIA,"Miami, FL",32467,OPF,"Miami, FL",2025,7,L
0.00,8.00,GCA,22085,32467,OPF,"Miami, FL",32467,MIA,"Miami, FL",2025,7,L
0.00,8.00,K2,21820,30113,BET,"Bethel, AK",35798,WNA,"Napakiak, AK",2025,7,L
0.00,9.00,27Q,21652,35167,TEB,"Teterboro, NJ",31703,TSS,"New York, NY",2025,7,L
0.00,9.00,K2,21820,32855,KWT,"Kwethluk, AK",32709,KKI,"Akiachak, AK",2025,7,F
0.00,10.00,7S,20330,31550,EMK,"Emmonak, AK",30416,AUK,"Alakanuk, AK",2025,7,G
0.00,10.00,K2,21820,31550,EMK,"Emmonak, AK",30416,AUK,"Alakanuk, AK",2025,7,L
0.00,10.00,K2,21820,35086,SXQ,"Soldotna, AK",31555,ENA,"Kenai, AK",2025,7,F
0.00,11.00,FX,20107,32457,SFO,"San Francisco, CA",32457,OAK,"Oakland, CA",2025,7,G
0.00,11.00,V8,20346,34412,QQB,"Keyes Point, AK",34268,PTA,"Port Alsworth, AK",2025,7,F
0.00,12.00,BAS,22083,34270,PTD,"Port Alexander, AK",33057,LPW,"Little Port Walter, AK",2025,7,F
0.00,12.00,JN,21673,33196,MCG,"McGrath, AK",35250,TLJ,"Tatalina, AK",2025,7,F
0.00,12.00,K2,21820,32851,KWK,"Kwigillingok, AK",32708,KKH,"Kongiganak, AK",2025,7,F
0.00,12.00,LF,21635,30693,BNA,"Nashville, TN",33461,MQY,"Smyrna, TN",2025,7,L
0.00,12.00,LF,21635,33461,MQY,"Smyrna, TN",30693,BNA,"Nashville, TN",2025,7,L
0.00,13.00,7S,20330,30113,BET,"Bethel, AK",32855,KWT,"Kwethluk, AK",2025,7,G
0.00,13.00,GV,20455,30245,AKN,"King Salmon, AK",35853,WSN,"South Naknek, AK",2025,7,F
0.00,13.00,GV,20455,35853,WSN,"South Naknek, AK",30245,AKN,"King Salmon, AK",2025,7,F
0.00,13.00,K2,21820,30113,BET,"Bethel, AK",32855,KWT,"Kwethluk, AK",2025,7,L
0.00,14.00,27Q,21652,32247,HWD,"Hayward, CA",32457,SFO,"San Francisco, CA",2025,7,L
0.00,14.00,27Q,21652,32457,SFO,"San Francisco, CA",32247,HWD,"Hayward, CA",2025,7,L
0.00,14.00,7S,20330,32807,KSM,"St. Mary's, AK",34234,PQS,"Pilot Station, AK",2025,7,G
0.00,14.00,EM,20263,31588,ESD,"Eastsound, WA",31646,FRD,"Friday Harbor, WA",2025,7,G
0.00,14.00,EM,20263,31646,FRD,"Friday Harbor, WA",31588,ESD,"Eastsound, WA",2025,7,G
0.00,14.00,FX,20107,31588,ESD,"Eastsound, WA",31646,FRD,"Friday Harbor, WA",2025,7,G
0.00,14.00,FX,20107,31646,FRD,"Friday Harbor, WA",31588,ESD,"Eastsound, WA",2025,7,G
0.00,14.00,JN,21673,33196,MCG,"McGrath, AK",35160,TCT,"Takotna, AK",2025,7,F
0.00,14.00,K2,21820,33710,NME,"Nightmute, AK",33894,OOK,"Toksook, AK",2025,7,F
0.00,14.00,K2,21820,33894,OOK,"Toksook, AK",33710,NME,"Nightmute, AK",2025,7,F
0.00,15.00,27Q,21652,30977,MDW,"Chicago, IL",30977,ORD,"Chicago, IL",2025,7,L
0.00,15.00,7S,20330,30113,BET,"Bethel, AK",32709,KKI,"Akiachak, AK",2025,7,G
0.00,15.00,M5,20272,32136,HIO,"Hillsboro, OR",35640,VUO,"Vancouver, WA",2025,7,L
0.00,16.00,7S,20330,30113,BET,"Bethel, AK",30405,ATT,"Atmautluak, AK",2025,7,G
0.00,16.00,K2,21820,30405,ATT,"Atmautluak, AK",30113,BET,"Bethel, AK",2025,7,L
0.00,16.00,V8,20346,32321,ILI,"Iliamna, AK",33715,NNL,"Nondalton, AK",2025,7,G
0.00,16.00,V8,20346,33715,NNL,"Nondalton, AK",32321,ILI,"Iliamna, AK",2025,7,G
0.00,17.00,K2,21820,30313,ANV,"Anvik, AK",32676,KGX,"Grayling, AK",2025,7,F
0.00,17.00,K2,21820,32676,KGX,"Grayling, AK",30313,ANV,"Anvik, AK",2025,7,F
0.00,17.00,UA,19977,31703,EWR,"Newark, NJ",31703,LGA,"New York, NY",2025,7,F
0.00,17.00,UA,19977,31703,LGA,"New York, NY",31703,EWR,"Newark, NJ",2025,7,F
0.00,18.00,EM,20263,31588,ESD,"Eastsound, WA",30666,BLI,"Bellingham, WA",2025,7,G
0.00,18.00,FX,20107,30194,AFW,"Dallas/Fort Worth, TX",30194,DFW,"Dallas/Fort Worth, TX",2025,7,G
0.00,18.00,FX,20107,31588,ESD,"Eastsound, WA",30666,BLI,"Bellingham, WA",2025,7,G
0.00,18.00,FX,20107,32575,LAX,"Los Angeles, CA",32575,BUR,"Burbank, CA",2025,7,G
0.00,18.00,J5,20337,31545,ELV,"Elfin Cove, AK",34062,PEC,"Pelican, AK",2025,7,F
0.00,18.00,M5,20272,30559,KEH,"Kenmore, WA",34295,PUL,"Poulsbo, WA",2025,7,L
0.00,18.00,M5,20272,34295,PUL,"Poulsbo, WA",30559,KEH,"Kenmore, WA",2025,7,L
0.00,19.00,TI,21743,30927,CDW,"Caldwell, NJ",31703,NYS,"New York, NY",2025,7,L
0.00,19.00,TI,21743,31703,NYS,"New York, NY",30927,CDW,"Caldwell, NJ",2025,7,L
0.00,19.00,TI,21743,32222,HTO,"East Hampton, NY",33507,MTP,"Montauk Point, NY",2025,7,L
0.00,19.00,TI,21743,33507,MTP,"Montauk Point, NY",32222,HTO,"East Hampton, NY",2025,7,L
0.00,20.00,GV,20455,31336,DLG,"Dillingham, AK",32737,KMO,"Manokotak, AK",2025,7,L
0.00,20.00,K2,21820,30313,ANV,"Anvik, AK",34816,SHX,"Shageluk, AK",2025,7,F
0.00,20.00,K2,21820,34816,SHX,"Shageluk, AK",30313,ANV,"Anvik, AK",2025,7,F
0.00,20.00,TI,21743,32467,MPB,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,21.00,27Q,21652,30977,PWK,"Chicago, IL",35447,UGN,"Waukegan, IL",2025,7,L
0.00,21.00,27Q,21652,35447,UGN,"Waukegan, IL",30977,PWK,"Chicago, IL",2025,7,L
0.00,21.00,5X,19917,32467,MIA,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,G
0.00,21.00,5Y,20007,32467,MIA,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,21.00,GCA,22085,32467,FLL,"Fort Lauderdale, FL",32467,MIA,"Miami, FL",2025,7,L
0.00,21.00,GCA,22085,32467,MIA,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,21.00,TI,21743,32467,FLL,"Fort Lauderdale, FL",32467,MIA,"Miami, FL",2025,7,L
0.00,21.00,TI,21743,32467,MIA,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,21.00,UA,19977,32467,MIA,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,F
0.00,22.00,7S,20330,30113,BET,"Bethel, AK",30241,AKI,"Akiak, AK",2025,7,G
0.00,22.00,7S,20330,30113,BET,"Bethel, AK",33770,NUP,"Nunapitchuk, AK",2025,7,G
0.00,22.00,7S,20330,31550,EMK,"Emmonak, AK",35085,SXP,"Sheldon Point, AK",2025,7,G
0.00,22.00,FX,20107,33034,LNY,"Lanai, HI",32492,JHM,"Kapalua, HI",2025,7,G
0.00,22.00,K2,21820,30113,BET,"Bethel, AK",33770,NUP,"Nunapitchuk, AK",2025,7,L
0.00,22.00,K2,21820,33770,NUP,"Nunapitchuk, AK",30113,BET,"Bethel, AK",2025,7,L
0.00,23.00,XP,20207,34454,RIV,"Riverside, CA",32575,ONT,"Ontario, CA",2025,7,L
0.00,24.00,27Q,21652,31703,HPN,"White Plains, NY",35167,TEB,"Teterboro, NJ",2025,7,L
0.00,24.00,27Q,21652,35167,TEB,"Teterboro, NJ",31703,HPN,"White Plains, NY",2025,7,L
0.00,24.00,7S,20330,30113,BET,"Bethel, AK",32831,KUK,"Kasigluk, AK",2025,7,G
0.00,24.00,7S,20330,32831,KUK,"Kasigluk, AK",30113,BET,"Bethel, AK",2025,7,G
0.00,24.00,AA,19805,30852,IAD,"Washington, DC",30852,DCA,"Washington, DC",2025,7,F
0.00,24.00,C5,20445,31453,HOU,"Houston, TX",31453,IAH,"Houston, TX",2025,7,L
0.00,24.00,K2,21820,30113,BET,"Bethel, AK",32831,KUK,"Kasigluk, AK",2025,7,L
0.00,24.00,LF,21635,30693,TN8,"Nashville, TN",33461,MQY,"Smyrna, TN",2025,7,L
0.00,24.00,LF,21635,33461,MQY,"Smyrna, TN",30693,TN8,"Nashville, TN",2025,7,L
0.00,24.00,UA,19977,30852,IAD,"Washington, DC",30852,DCA,"Washington, DC",2025,7,F
0.00,24.00,UA,19977,31453,HOU,"Houston, TX",31453,IAH,"Houston, TX",2025,7,F
0.00,24.00,V8,20346,33715,NNL,"Nondalton, AK",34268,PTA,"Port Alsworth, AK",2025,7,F
0.00,24.00,V8,20346,33715,NNL,"Nondalton, AK",34268,PTA,"Port Alsworth, AK",2025,7,L
0.00,24.00,V8,20346,34268,PTA,"Port Alsworth, AK",33715,NNL,"Nondalton, AK",2025,7,F
0.00,24.00,V8,20346,34268,PTA,"Port Alsworth, AK",33715,NNL,"Nondalton, AK",2025,7,L
0.00,24.00,XP,20207,32320,ILG,"Wilmington, DE",34100,PHL,"Philadelphia, PA",2025,7,L
0.00,24.00,YX,20452,30852,IAD,"Washington, DC",30852,DCA,"Washington, DC",2025,7,F
0.00,25.00,FX,20107,34236,SBP,"San Luis Obispo, CA",34905,SMX,"Santa Maria, CA",2025,7,G
0.00,25.00,FX,20107,34905,SMX,"Santa Maria, CA",34236,SBP,"San Luis Obispo, CA",2025,7,G
0.00,26.00,2O,20443,30056,A43,"Kodiak Island, AK",32785,KPY,"Port Bailey, AK",2025,7,F
0.00,26.00,6F,22105,33434,MOU,"Mountain Village, AK",34234,PQS,"Pilot Station, AK",2025,7,L
0.00,26.00,M5,20272,30559,BFI,"Seattle, WA",34004,PAE,"Everett, WA",2025,7,F
0.00,26.00,M5,20272,34004,PAE,"Everett, WA",30559,BFI,"Seattle, WA",2025,7,F
0.00,26.00,M5,20272,34004,PAE,"Everett, WA",30559,BFI,"Seattle, WA",2025,7,L
0.00,27.00,6F,22105,33894,OOK,"Toksook, AK",35887,WWT,"Newtok, AK",2025,7,F
0.00,27.00,FX,20107,33034,LNY,"Lanai, HI",33347,MKK,"Hoolehua, HI",2025,7,G
0.00,27.00,J5,20337,30204,AGN,"Angoon, AK",35231,TKE,"Tenakee, AK",2025,7,F
0.00,28.00,LF,21635,31703,HPN,"White Plains, NY",31764,FRG,"East Farmingdale, NY",2025,7,L
0.00,28.00,LF,21635,31764,FRG,"East Farmingdale, NY",31703,HPN,"White Plains, NY",2025,7,L
0.00,28.00,V8,20346,32321,ILI,"Iliamna, AK",34046,PDB,"Pedro Bay, AK",2025,7,F
0.00,28.00,V8,20346,34046,PDB,"Pedro Bay, AK",32321,ILI,"Iliamna, AK",2025,7,F
0.00,28.00,V8,20346,34046,PDB,"Pedro Bay, AK",32321,ILI,"Iliamna, AK",2025,7,L
0.00,29.00,6F,22105,32195,HPB,"Hooper Bay, AK",34718,SCM,"Scammon Bay, AK",2025,7,F
0.00,29.00,K2,21820,34718,SCM,"Scammon Bay, AK",32195,HPB,"Hooper Bay, AK",2025,7,F
0.00,29.00,V8,20346,32321,ILI,"Iliamna, AK",34412,QQB,"Keyes Point, AK",2025,7,F
0.00,29.00,X9,20377,30194,AFW,"Dallas/Fort Worth, TX",30194,DAL,"Dallas, TX",2025,7,L
0.00,30.00,2O,20443,30056,A43,"Kodiak Island, AK",30001,01A,"Afognak Lake, AK",2025,7,L
0.00,30.00,FX,20107,30154,ACK,"Nantucket, MA",33541,MVY,"Martha's Vineyard, MA",2025,7,G
0.00,30.00,FX,20107,33541,MVY,"Martha's Vineyard, MA",30154,ACK,"Nantucket, MA",2025,7,G
0.00,30.00,K2,21820,35887,WWT,"Newtok, AK",35282,TNK,"Tununak, AK",2025,7,F
0.00,30.00,M5,20272,33821,ODW,"Oak Harbor, WA",34004,PAE,"Everett, WA",2025,7,L
0.00,30.00,M5,20272,34004,PAE,"Everett, WA",33821,ODW,"Oak Harbor, WA",2025,7,L
0.00,30.00,M5,20272,34477,RCE,"Roche Harbor, WA",30666,BLI,"Bellingham, WA",2025,7,L
0.00,30.00,YX,20452,30852,BWI,"Baltimore, MD",30852,DCA,"Washington, DC",2025,7,F
0.00,30.00,YX,20452,34685,SAV,"Savannah, GA",32124,HHH,"Hilton Head, SC",2025,7,F
0.00,31.00,27Q,21652,30977,ORD,"Chicago, IL",35447,UGN,"Waukegan, IL",2025,7,L
0.00,31.00,9K,20253,30154,ACK,"Nantucket, MA",32250,HYA,"Hyannis, MA",2025,7,G
0.00,31.00,9K,20253,32250,HYA,"Hyannis, MA",30154,ACK,"Nantucket, MA",2025,7,G
0.00,31.00,K3,20383,31401,WFB,"Ketchikan, AK",32857,KXA,"Kasaan, AK",2025,7,F
0.00,32.00,AS,19930,34004,PAE,"Everett, WA",30559,SEA,"Seattle, WA",2025,7,F
0.00,33.00,K2,21820,35798,WNA,"Napakiak, AK",31492,EEK,"Eek, AK",2025,7,F
0.00,34.00,TI,21743,32467,FLL,"Fort Lauderdale, FL",32467,TMB,"Miami, FL",2025,7,F
0.00,34.00,TI,21743,32467,FLL,"Fort Lauderdale, FL",32467,TMB,"Miami, FL",2025,7,L
0.00,34.00,TI,21743,32467,TMB,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,F
0.00,34.00,TI,21743,32467,TMB,"Miami, FL",32467,FLL,"Fort Lauderdale, FL",2025,7,L
0.00,34.00,V8,20346,32748,KNK,"Kokhanok, AK",34046,PDB,"Pedro Bay, AK",2025,7,F
0.00,35.00,7S,20330,31550,EMK,"Emmonak, AK",32769,KOT,"Kotlik, AK",2025,7,G
0.00,36.00,5X,19917,30977,ORD,"Chicago, IL",30977,GYY,"Gary, IN",2025,7,G
0.00,36.00,7S,20330,35478,UNK,"Unalakleet, AK",34856,SKK,"Shaktoolik, AK",2025,7,G
0.00,36.00,UA,19977,32575,LAX,"Los Angeles, CA",32575,SNA,"Santa Ana, CA",2025,7,F
0.00,37.00,K2,21820,32719,KLG,"Kalskag, AK",35257,TLT,"Tuluksak, AK",2025,7,F
0.00,37.00,K2,21820,35257,TLT,"Tuluksak, AK",32719,KLG,"Kalskag, AK",2025,7,F
0.00,37.00,M5,20272,30559,KEH,"Kenmore, WA",31979,TIW,"Tacoma, WA",2025,7,L
0.00,37.00,M5,20272,31979,TIW,"Tacoma, WA",30559,KEH,"Kenmore, WA",2025,7,L
0.00,37.00,V8,20346,34268,PTA,"Port Alsworth, AK",32321,ILI,"Iliamna, AK",2025,7,L
0.00,38.00,7S,20330,30113,BET,"Bethel, AK",35257,TLT,"Tuluksak, AK",2025,7,G
0.00,38.00,EM,20263,31198,CVO,"Corvallis, OR",33890,ONP,"Newport, OR",2025,7,G
0.00,38.00,EM,20263,33890,ONP,"Newport, OR",31198,CVO,"Corvallis, OR",2025,7,G
0.00,38.00,FX,20107,31198,CVO,"Corvallis, OR",33890,ONP,"Newport, OR",2025,7,G
0.00,38.00,FX,20107,33890,ONP,"Newport, OR",31198,CVO,"Corvallis, OR",2025,7,G
0.00,39.00,F4,21615,34819,SJU,"San Juan, PR",35626,VQS,"Vieques, PR",2025,7,P
0.00,39.00,F4,21615,35626,VQS,"Vieques, PR",34819,SJU,"San Juan, PR",2025,7,P
0.00,39.00,FX,20107,31711,FMN,"Farmington, NM",30285,DRO,"Durango, CO",2025,7,G
0.00,39.00,K2,21820,35862,WTL,"Tuntutuliak, AK",34130,PKA,"Napaskiak, AK",2025,7,F
0.00,40.00,6F,22105,31492,EEK,"Eek, AK",30113,BET,"Bethel, AK",2025,7,L
0.00,40.00,7S,20330,30113,BET,"Bethel, AK",31492,EEK,"Eek, AK",2025,7,G
0.00,40.00,8E,20331,31535,ELI,"Elim, AK",32704,KKA,"Koyuk, AK",2025,7,F
0.00,40.00,SNK,20226,30299,MRI,"Anchorage, AK",36390,BVU,"Beluga, AK",2025,7,F
0.00,40.00,UA,19977,34986,SRQ,"Sarasota/Bradenton, FL",33195,TPA,"Tampa, FL",2025,7,F
0.00,40.00,YX,20452,30647,CAK,"Akron, OH",30647,CLE,"Cleveland, OH",2025,7,F
0.00,41.00,2E,20319,30085,A72,"Chinitna Bay, AK",30009,HOM,"Homer, AK",2025,7,L
0.00,41.00,6F,22105,30113,BET,"Bethel, AK",35862,WTL,"Tuntutuliak, AK",2025,7,L
0.00,41.00,7S,20330,30113,BET,"Bethel, AK",35862,WTL,"Tuntutuliak, AK",2025,7,G
0.00,42.00,TI,21743,32467,FLL,"Fort Lauderdale, FL",34027,PBI,"West Palm Beach/Palm Beach, FL",2025,7,L
0.00,43.00,5V,20408,31844,GAL,"Galena, AK",34474,RBY,"Ruby, AK",2025,7,G
0.00,43.00,7S,20330,33970,OTZ,"Kotzebue, AK",33942,ORV,"Noorvik, AK",2025,7,G
0.00,43.00,8E,20331,33970,OTZ,"Kotzebue, AK",33942,ORV,"Noorvik, AK",2025,7,L
0.00,43.00,FX,20107,35525,UXK,"Petaluma, CA",32457,OAK,"Oakland, CA",2025,7,G
0.00,44.00,SNK,20226,35406,TYE,"Tyonek, AK",30299,MRI,"Anchorage, AK",2025,7,F
0.00,44.00,TI,21743,30927,CDW,"Caldwell, NJ",31703,SWF,"Newburgh/Poughkeepsie, NY",2025,7,L
0.00,44.00,TI,21743,31703,SWF,"Newburgh/Poughkeepsie, NY",30927,CDW,"Caldwell, NJ",2025,7,L
0.00,45.00,5X,19917,32575,ONT,"Ontario, CA",32575,BUR,"Burbank, CA",2025,7,G
0.00,45.00,FX,20107,30721,BOS,"Boston, MA",30721,MHT,"Manchester, NH",2025,7,G
0.00,45.00,FX,20107,34992,STX,"Christiansted, VI",34945,STT,"Charlotte Amalie, VI",2025,7,G
0.00,45.00,L2,20169,30033,A20,"Alpine, AK",35508,UUK,"Kuparuk, AK",2025,7,P
0.00,45.00,L2,20169,35508,UUK,"Kuparuk, AK",30033,A20,"Alpine, AK",2025,7,P
0.00,45.00,UA,19977,30852,BWI,"Baltimore, MD",30852,IAD,"Washington, DC",2025,7,F
0.00,45.00,UA,19977,30852,BWI,"Baltimore, MD",30852,IAD,"Washington, DC",2025,7,F
0.00,45.00,UA,19977,30852,BWI,"Baltimore, MD",30852,IAD,"Washington, DC",2025,7,F
0.00,45.00,UA,19977,30852,BWI,"Baltimore, MD",30852,IAD,"Washington, DC",2025,7,P
0.00,45.00,UA,19977,31719,FNL,"Fort Collins/Loveland, CO",30325,DEN,"Denver, CO",2025,7,F
0.00,47.00,2E,20319,30065,A52,"Silver Salmon Creek, AK",30009,HOM,"Homer, AK",2025,7,L
0.00,47.00,5X,19917,32575,ONT,"Ontario, CA",32575,LAX,"Los Angeles, CA",2025,7,G
0.00,47.00,EM,20263,33964,OTH,"North Bend/Coos Bay, OR",34467,RBG,"Roseburg, OR",2025,7,G
0.00,47.00,EM,20263,34467,RBG,"Roseburg, OR",33964,OTH,"North Bend/Coos Bay, OR",2025,7,G
0.00,47.00,F4,21615,34819,SJU,"San Juan, PR",31126,CPX,"Culebra, PR",2025,7,P
0.00,47.00,FX,20107,33964,OTH,"North Bend/Coos Bay, OR",34467,RBG,"Roseburg, OR",2025,7,G
0.00,47.00,FX,20107,34467,RBG,"Roseburg, OR",33964,OTH,"North Bend/Coos Bay, OR",2025,7,G
0.00,47.00,K3,20383,31401,WFB,"Ketchikan, AK",32252,HYG,"Hydaburg, AK",2025,7,F
0.00,47.00,K3,20383,32252,HYG,"Hydaburg, AK",31401,WFB,"Ketchikan, AK",2025,7,F
0.00,48.00,27Q,21652,30721,PVD,"Providence, RI",33541,MVY,"Martha's Vineyard, MA",2025,7,L
0.00,48.00,27Q,21652,33541,MVY,"Martha's Vineyard, MA",30721,PVD,"Providence, RI",2025,7,L
