year,month,mkt_id,dest_city,passengers,season
2025,6,31641,"Fayetteville, NC",14342.0,summer
2025,6,30685,"Bloomington/Normal, IL",14047.0,summer
2025,6,35356,"Trenton, NJ",14042.0,summer
2025,6,30113,"Bethel, AK",14033.0,summer
2025,6,33541,"Martha's Vineyard, MA",13468.0,summer
2025,6,32016,"Guam, TT",13349.0,summer
2025,6,34828,"Sitka, AK",13344.0,summer
2025,6,34512,"Rockford, IL",13131.0,summer
2025,6,33038,"Laredo, TX",12683.0,summer
2025,6,31337,"Duluth, MN",12439.0,summer
2025,6,30157,"Arcata/Eureka, CA",12373.0,summer
2025,6,35041,"Sun Valley/Hailey/Ketchum, ID",12326.0,summer
2025,6,34711,"State College, PA",12260.0,summer
2025,6,30747,"Brownsville, TX",12201.0,summer
2025,6,33029,"Lincoln, NE",11891.0,summer
2025,6,33184,"Saginaw/Bay City/Midland, MI",10529.0,summer
2025,6,33377,"Monroe, LA",10403.0,summer
2025,6,34699,"Hayden, CO",10318.0,summer
2025,6,30245,"King Salmon, AK",10253.0,summer
2025,6,34254,"Ponce, PR",9705.0,summer
2025,6,32156,"Helena, MT",9524.0,summer
2025,6,33792,"Redding, CA",9492.0,summer
2025,6,31122,"Casper, WY",9451.0,summer
2025,6,32474,"Columbia, MO",9418.0,summer
2025,6,32884,"Lansing, MI",9235.0,summer
2025,6,31617,"New Bern/Morehead/Beaufort, NC",8990.0,summer
2025,6,30185,"Alexandria, LA",8979.0,summer
2025,6,32547,"Rochester, MN",8950.0,summer
2025,6,32389,"Williston, ND",8926.0,summer
2025,6,31537,"Elmira/Corning, NY",8845.0,summer
2025,6,30136,"Abilene, TX",8591.0,summer
2025,6,35628,"Vero Beach, FL",8215.0,summer
2025,6,30070,"Kodiak, AK",8186.0,summer
2025,6,32898,"Latrobe, PA",7959.0,summer
2025,6,33290,"Manhattan/Ft. Riley, KS",7883.0,summer
2025,6,30424,"Mosinee, WI",7838.0,summer
2025,6,31205,"Lake Charles, LA",7757.0,summer
2025,6,31982,"Killeen, TX",7668.0,summer
2025,6,30469,"Kalamazoo, MI",7662.0,summer
2025,6,33933,"Worcester, MA",7354.0,summer
2025,6,33347,"Hoolehua, HI",7123.0,summer
2025,6,36422,"Gulf Shores, AL",6935.0,summer
2025,6,34716,"Stockton, CA",6915.0,summer
2025,6,31898,"Grand Forks, ND",6906.0,summer
2025,6,31067,"Champaign/Urbana, IL",6784.0,summer
2025,6,31980,"Grand Island, NE",6712.0,summer
2025,6,31695,"Flagstaff, AZ",6630.0,summer
2025,6,34955,"Saipan, TT",6279.0,summer
2025,6,33873,"Nome, AK",6170.0,summer
2025,6,32119,"Hagerstown, MD",5893.0,summer
2025,6,32397,"Ithaca/Cortland, NY",5776.0,summer
2025,6,34025,"Plattsburgh, NY",5729.0,summer
2025,6,31555,"Kenai, AK",5724.0,summer
2025,6,31778,"Fort Smith, AR",5679.0,summer
2025,6,34704,"Salisbury, MD",5638.0,summer
2025,6,34303,"Pullman, WA",5600.0,summer
2025,6,34259,"Portsmouth, NH",5571.0,summer
2025,6,33785,"Yuma, AZ",5479.0,summer
2025,6,31336,"Dillingham, AK",5444.0,summer
2025,6,33459,"Marquette, MI",5355.0,summer
2025,6,32265,"Niagara Falls, NY",5286.0,summer
2025,6,33139,"Lynchburg, VA",5280.0,summer
2025,6,33970,"Kotzebue, AK",4996.0,summer
2025,6,32012,"Gunnison, CO",4963.0,summer
2025,6,30894,"Columbus, MS",4908.0,summer
2025,6,35550,"Valdosta, GA",4886.0,summer
2025,6,31577,"Erie, PA",4842.0,summer
2025,6,31027,"Clarksburg/Fairmont, WV",4820.0,summer
2025,6,30731,"Brunswick, GA",4778.0,summer
2025,6,35165,"Toledo, OH",4759.0,summer
2025,6,34150,"Pellston, MI",4694.0,summer
2025,6,31049,"College Station/Bryan, TX",4647.0,summer
2025,6,31308,"Dothan, AL",4446.0,summer
2025,6,34842,"San Angelo, TX",4425.0,summer
2025,6,35411,"Tyler, TX",4312.0,summer
2025,6,34588,"Roswell, NM",4310.0,summer
2025,6,32250,"Hyannis, MA",4079.0,summer
2025,6,31097,"Cody, WY",4065.0,summer
2025,6,30107,"Barrow, AK",4038.0,summer
2025,6,30155,"Waco, TX",4023.0,summer
2025,6,34952,"Springfield, IL",4023.0,summer
2025,6,33076,"La Crosse, WI",4018.0,summer
2025,6,33034,"Lanai, HI",4016.0,summer
2025,6,31150,"Columbus, GA",3897.0,summer
2025,6,30073,"Deadhorse, AK",3852.0,summer
2025,6,34520,"Rhinelander, WI",3802.0,summer
2025,6,32891,"Lawton/Fort Sill, OK",3788.0,summer
2025,6,31470,"Wenatchee, WA",3765.0,summer
2025,6,31041,"Carlsbad, CA",3617.0,summer
2025,6,34256,"Petersburg, AK",3580.0,summer
2025,6,36101,"Yakima, WA",3536.0,summer
2025,6,33127,"Lewiston, ID",3507.0,summer
2025,6,30275,"Walla Walla, WA",3439.0,summer
2025,6,33964,"North Bend/Coos Bay, OR",3352.0,summer
2025,6,31013,"Sault Ste. Marie, MI",3259.0,summer
2025,6,30146,"Albany, GA",3194.0,summer
2025,6,34092,"Greenville, NC",3103.0,summer
2025,6,31867,"Garden City, KS",3079.0,summer
2025,6,34691,"San Bernardino, CA",2959.0,summer
2025,6,35389,"Twin Falls, ID",2956.0,summer
2025,6,34222,"Pago Pago, TT",2913.0,summer
2025,6,30728,"Beaumont/Port Arthur, TX",2887.0,summer
2025,6,34877,"Salina, KS",2871.0,summer
2025,6,35401,"Texarkana, AR",2790.0,summer
2025,6,35897,"West Yellowstone, MT",2751.0,summer
2025,6,31076,"Hancock/Houghton, MI",2697.0,summer
2025,6,35626,"Vieques, PR",2674.0,summer
2025,6,35074,"Stillwater, OK",2660.0,summer
2025,6,34812,"Sheridan, WY",2602.0,summer
2025,6,31905,"Longview, TX",2593.0,summer
2025,6,31865,"Gillette, WY",2573.0,summer
2025,6,34534,"Riverton/Lander, WY",2421.0,summer
2025,6,35048,"Sioux City, IA",2343.0,summer
2025,6,30007,"Klawock, AK",2326.0,summer
2025,6,31445,"Unalaska, AK",2320.0,summer
2025,6,31233,"Cheyenne, WY",2301.0,summer
2025,6,32177,"Hobbs, NM",2298.0,summer
2025,6,30631,"Bemidji, MN",2297.0,summer
2025,6,34543,"Rock Springs, WY",2273.0,summer
2025,6,30779,"Butte, MT",2253.0,summer
2025,6,31315,"Dickinson, ND",2227.0,summer
2025,6,32511,"Joplin, MO",2227.0,summer
2025,6,30361,"Watertown, NY",2223.0,summer
2025,6,31997,"Gustavus, AK",2192.0,summer
2025,6,30141,"Aberdeen, SD",2181.0,summer
2025,6,31699,"Florence, SC",2161.0,summer
2025,6,34871,"Salem, OR",2151.0,summer
2025,6,34237,"Prescott, AZ",2148.0,summer
2025,6,31468,"Kearney, NE",2129.0,summer
2025,6,34113,"Pocatello, ID",2101.0,summer
2025,6,34960,"Wichita Falls, TX",2100.0,summer
2025,6,30913,"Cordova, AK",2094.0,summer
2025,6,30009,"Homer, AK",1961.0,summer
2025,6,32335,"Iron Mountain/Kingsfd, MI",1954.0,summer
2025,6,30613,"Block Island, RI",1948.0,summer
2025,6,32343,"International Falls, MN",1942.0,summer
2025,6,33032,"Lancaster, PA",1936.0,summer
2025,6,34231,"Presque Isle/Houlton, ME",1914.0,summer
2025,6,35855,"Westerly, RI",1884.0,summer
2025,6,31471,"Eau Claire, WI",1882.0,summer
2025,6,30268,"Waterloo, IA",1871.0,summer
2025,6,35215,"Tinian, TT",1841.0,summer
2025,6,31126,"Culebra, PR",1835.0,summer
2025,6,31646,"Friday Harbor, WA",1835.0,summer
2025,6,33241,"Meridian, MS",1805.0,summer
2025,6,30739,"Brainerd, MN",1741.0,summer
2025,6,33743,"Ceiba, PR",1735.0,summer
2025,6,32559,"Johnstown, PA",1619.0,summer
2025,6,35841,"Wrangell, AK",1596.0,summer
2025,6,32899,"North Platte, NE",1569.0,summer
2025,6,32888,"Laramie, WY",1555.0,summer
2025,6,32255,"Hays, KS",1529.0,summer
2025,6,32556,"St. Cloud, MN",1514.0,summer
2025,6,31587,"Escanaba, MI",1487.0,summer
2025,6,30409,"Watertown, SD",1435.0,summer
2025,6,30333,"Alpena, MI",1430.0,summer
2025,6,30577,"Binghamton, NY",1417.0,summer
2025,6,34109,"Hattiesburg/Laurel, MS",1396.0,summer
2025,6,31525,"Elko, NV",1392.0,summer
2025,6,35991,"Yakutat, AK",1391.0,summer
2025,6,34120,"Pierre, SD",1332.0,summer
2025,6,33282,"Morgantown, WV",1304.0,summer
2025,6,35569,"Victoria, TX",1285.0,summer
2025,6,35374,"Tupelo, MS",1231.0,summer
2025,6,30558,"Scottsbluff, NE",1211.0,summer
2025,6,34905,"Santa Maria, CA",1179.0,summer
2025,6,30272,"Alamosa, CO",1157.0,summer
2025,6,34006,"Paducah, KY",1145.0,summer
2025,6,32129,"Hibbing, MN",1140.0,summer
2025,6,32131,"Ogden, UT",1139.0,summer
2025,6,31092,"Moab, UT",1131.0,summer
2025,6,35582,"Vernal, UT",1124.0,summer
2025,6,34081,"Page, AZ",1121.0,summer
2025,6,31197,"Clovis, NM",1104.0,summer
2025,6,33155,"Macon, GA",1088.0,summer
2025,6,30918,"Cedar City, UT",1056.0,summer
2025,6,35177,"Telluride, CO",1056.0,summer
2025,6,33543,"Marion/Herrin, IL",1047.0,summer
2025,6,33121,"Lewisburg, WV",1024.0,summer
2025,6,31844,"Galena, AK",1018.0,summer
2025,6,33832,"Ogdensburg, NY",1003.0,summer
2025,6,35138,"Fort Leonard Wood, MO",1000.0,summer
2025,6,32519,"Jamestown, ND",991.0,summer
2025,6,33348,"Jackson, TN",987.0,summer
2025,6,31288,"Decatur, IL",977.0,summer
2025,6,30589,"Bar Harbor, ME",972.0,summer
2025,6,31711,"Farmington, NM",971.0,summer
2025,6,34943,"Show Low, AZ",968.0,summer
2025,6,33182,"Manistee/Ludington, MI",965.0,summer
2025,6,30322,"Altoona, PA",894.0,summer
2025,6,31588,"Eastsound, WA",882.0,summer
2025,6,31550,"Emmonak, AK",869.0,summer
2025,6,31447,"Devils Lake, ND",856.0,summer
2025,6,33983,"Owensboro, KY",849.0,summer
2025,6,34468,"Brooks Lodge, AK",846.0,summer
2025,6,30967,"Cape Girardeau, MO",845.0,summer
2025,6,31283,"Dodge City, KS",815.0,summer
2025,6,31402,"Haines, AK",811.0,summer
2025,6,33484,"Muscle Shoals, AL",806.0,summer
2025,6,33211,"Mason City, IA",795.0,summer
2025,6,32412,"Ironwood, MI",787.0,summer
2025,6,32902,"Liberal, KS",783.0,summer
2025,6,32932,"Lebanon-Hanover, NH",767.0,summer
2025,6,31725,"Fort Dodge, IA",751.0,summer
2025,6,34306,"Provincetown, MA",750.0,summer
2025,6,33344,"Muskegon, MI",745.0,summer
2025,6,35381,"Thief River Falls, MN",720.0,summer
2025,6,30950,"Cortez, CO",700.0,summer
2025,6,34539,"Rockland, ME",672.0,summer
2025,6,30930,"Crescent City, CA",671.0,summer
2025,6,34582,"Rota, TT",671.0,summer
2025,6,34802,"Staunton, VA",656.0,summer
2025,6,33176,"Mayaguez, PR",652.0,summer
2025,6,34477,"Roche Harbor, WA",640.0,summer
2025,6,35579,"Valdez, AK",630.0,summer
2025,6,34797,"Skagway, AK",626.0,summer
2025,6,34745,"Sidney, MT",620.0,summer
2025,6,31931,"Greenville, MS",610.0,summer
2025,6,31274,"Dubuque, IA",581.0,summer
2025,6,34054,"Pendleton, OR",561.0,summer
2025,6,30414,"Augusta/Waterville, ME",547.0,summer
2025,6,32171,"Hoonah, AK",539.0,summer
2025,6,34875,"Saranac Lake/Lake Placid, NY",503.0,summer
2025,6,35051,"Silver City/Hurley, NM",499.0,summer
2025,6,30082,"Cold Bay, AK",495.0,summer
2025,6,33490,"Massena, NY",492.0,summer
2025,6,31833,"Fort Yukon, AK",474.0,summer
2025,6,34648,"Rutland, VT",459.0,summer
2025,6,32853,"Quinhagak, AK",436.0,summer
2025,6,32375,"Kirksville, MO",433.0,summer
2025,6,33520,"Kamuela, HI",432.0,summer
2025,6,33109,"Kalaupapa, HI",430.0,summer
2025,6,31441,"DuBois, PA",419.0,summer
2025,6,30654,"Beckley, WV",411.0,summer
2025,6,35554,"Chevak, AK",410.0,summer
2025,6,32195,"Hooper Bay, AK",408.0,summer
2025,6,32207,"Harrison, AR",408.0,summer
2025,6,35454,"Quincy, IL",395.0,summer
2025,6,32779,"Kipnuk, AK",383.0,summer
2025,6,34738,"Sandpoint, AK",380.0,summer
2025,6,34102,"Point Hope, AK",379.0,summer
2025,6,33055,"Lopez Island, WA",365.0,summer
2025,6,31615,"New Bedford/Fall River, MA",362.0,summer
2025,6,33194,"Merced, CA",352.0,summer
2025,6,34628,"Rosario, WA",330.0,summer
2025,6,31085,"Carlsbad, NM",328.0,summer
2025,6,34234,"Pilot Station, AK",323.0,summer
2025,6,30221,"Alliance, NE",322.0,summer
2025,6,32610,"Kake, AK",319.0,summer
2025,6,32769,"Kotlik, AK",316.0,summer
2025,6,33894,"Toksook, AK",312.0,summer
2025,6,35478,"Unalakleet, AK",312.0,summer
2025,6,32214,"Huslia, AK",306.0,summer
2025,6,30416,"Alakanuk, AK",302.0,summer
2025,6,32363,"El Centro, CA",302.0,summer
2025,6,30744,"Burlington, IA",301.0,summer
2025,6,30304,"Aniak, AK",296.0,summer
2025,6,33434,"Mountain Village, AK",292.0,summer
2025,6,30020,"Selawik, AK",285.0,summer
2025,6,32807,"St. Mary's, AK",284.0,summer
2025,6,31908,"Glasgow, MT",277.0,summer
2025,6,32878,"Lafayette, IN",277.0,summer
2025,6,30225,"Wainwright, AK",275.0,summer
2025,6,32018,"Gallup, NM",275.0,summer
2025,6,30247,"Anaktuvuk Pass, AK",272.0,summer
2025,6,32190,"Hot Springs, AR",270.0,summer
2025,6,33196,"McGrath, AK",263.0,summer
2025,6,33862,"Wolf Point, MT",261.0,summer
2025,6,30557,"Bradford, PA",259.0,summer
2025,6,31227,"Chefornak, AK",259.0,summer
2025,6,32831,"Kasigluk, AK",256.0,summer
2025,6,35049,"Savoonga, AK",252.0,summer
2025,6,33942,"Noorvik, AK",251.0,summer
2025,6,32708,"Kongiganak, AK",249.0,summer
2025,6,34288,"Pueblo, CO",247.0,summer
2025,6,32321,"Iliamna, AK",246.0,summer
2025,6,36587,"Deer Harbor, WA",246.0,summer
2025,6,34805,"Shishmaref, AK",245.0,summer
2025,6,34718,"Scammon Bay, AK",243.0,summer
2025,6,35293,"Togiak, AK",243.0,summer
2025,6,34088,"Port Graham, AK",242.0,summer
2025,6,32649,"Nanwalek, AK",241.0,summer
2025,6,32268,"Kiana, AK",240.0,summer
2025,6,35862,"Tuntutuliak, AK",236.0,summer
2025,6,30640,"Buckland, AK",235.0,summer
2025,6,33200,"McCook, NE",230.0,summer
2025,6,30349,"Arctic Village, AK",229.0,summer
2025,6,32245,"Havre, MT",225.0,summer
2025,6,35124,"Tanana, AK",225.0,summer
2025,6,31531,"El Dorado, AR",223.0,summer
2025,6,32721,"Larsen Bay, AK",222.0,summer
2025,6,33770,"Nunapitchuk, AK",222.0,summer
2025,6,31845,"Gambell, AK",220.0,summer
2025,6,30165,"Adak Island, AK",216.0,summer
2025,6,30204,"Angoon, AK",214.0,summer
2025,6,31535,"Elim, AK",209.0,summer
2025,6,33369,"Marshall, AK",207.0,summer
2025,6,31492,"Eek, AK",205.0,summer
2025,6,31464,"Noatak, AK",203.0,summer
2025,6,32748,"Kokhanok, AK",198.0,summer
2025,6,32851,"Kwigillingok, AK",196.0,summer
2025,6,32365,"Williamsport, PA",194.0,summer
2025,6,30783,"Bettles, AK",193.0,summer
2025,6,33768,"Nulato, AK",188.0,summer
2025,6,34062,"Pelican, AK",187.0,summer
2025,6,35887,"Newtok, AK",186.0,summer
2025,6,30775,"Barter Island, AK",184.0,summer
2025,6,32709,"Akiachak, AK",184.0,summer
2025,6,34627,"Russian Mission, AK",184.0,summer
2025,6,34474,"Ruby, AK",181.0,summer
2025,6,35721,"Stebbins, AK",181.0,summer
2025,6,30617,"Bishop, CA",179.0,summer
2025,6,32704,"Koyuk, AK",176.0,summer
2025,6,32755,"New Stuyahok, AK",176.0,summer
2025,6,30405,"Atmautluak, AK",172.0,summer
2025,6,31511,"Egegik, AK",171.0,summer
2025,6,32737,"Manokotak, AK",171.0,summer
2025,6,33767,"Nuiqsut, AK",171.0,summer
2025,6,32455,"Jonesboro, AR",166.0,summer
2025,6,32492,"Kapalua, HI",166.0,summer
2025,6,32844,"Kivalina, AK",166.0,summer
2025,6,33863,"Old Harbor, AK",159.0,summer
2025,6,35085,"Sheldon Point, AK",157.0,summer
2025,6,32719,"Kalskag, AK",155.0,summer
2025,6,31879,"Glendive, MT",154.0,summer
2025,6,35282,"Tununak, AK",154.0,summer
2025,6,30139,"Ambler, AK",152.0,summer
2025,6,34895,"St. Michael, AK",144.0,summer
2025,6,30396,"Atqasuk, AK",143.0,summer
2025,6,34919,"St. Paul, AK",142.0,summer
2025,6,32174,"Hana, HI",138.0,summer
2025,6,32855,"Kwethluk, AK",136.0,summer
2025,6,30184,"Allakaket, AK",135.0,summer
2025,6,32822,"Brevig Mission, AK",134.0,summer
2025,6,34856,"Shaktoolik, AK",132.0,summer
2025,6,33072,"Las Cruces, NM",131.0,summer
2025,6,30241,"Akiak, AK",129.0,summer
2025,6,34125,"Point Lay, AK",127.0,summer
2025,6,34804,"Shungnak, AK",127.0,summer
2025,6,33710,"Nightmute, AK",125.0,summer
2025,6,33579,"Mekoryuk, AK",118.0,summer
2025,6,31941,"Golovin, AK",117.0,summer
2025,6,35385,"Twin Hills, AK",107.0,summer
2025,6,35794,"White Mountain, AK",105.0,summer
2025,6,32615,"Kaltag, AK",102.0,summer
2025,6,30925,"Chadron, NE",99.0,summer
2025,6,35581,"Venetie, AK",98.0,summer
2025,6,31411,"Deering, AK",97.0,summer
2025,6,35257,"Tuluksak, AK",96.0,summer
2025,6,35798,"Napakiak, AK",96.0,summer
2025,6,36553,"Akun, AK",96.0,summer
2025,6,31545,"Elfin Cove, AK",95.0,summer
2025,6,33806,"Kobuk, AK",89.0,summer
2025,6,31952,"Goodnews Bay, AK",80.0,summer
2025,6,33676,"Nikolai, AK",78.0,summer
2025,6,34673,"Safford, AZ",78.0,summer
2025,6,31924,"Gulkana, AK",77.0,summer
2025,6,32772,"Ouzinkie, AK",77.0,summer
2025,6,32671,"Koliganek, AK",70.0,summer
2025,6,32786,"Akutan, AK",70.0,summer
2025,6,32868,"Koyukuk, AK",70.0,summer
2025,6,34119,"Pilot Point, AK",69.0,summer
2025,6,31007,"Chalkyitsik, AK",68.0,summer
2025,6,35245,"Teller, AK",67.0,summer
2025,6,31053,"Clarks Point, AK",62.0,summer
2025,6,35725,"Beaver, AK",62.0,summer
2025,6,32631,"Chignik, AK",61.0,summer
2025,6,32235,"Hughes, AK",59.0,summer
2025,6,35856,"Westsound, WA",59.0,summer
2025,6,33564,"McCarthy, AK",57.0,summer
2025,6,33934,"Port Lions, AK",56.0,summer
2025,6,32087,"Holy Cross, AK",55.0,summer
2025,6,35231,"Tenakee, AK",54.0,summer
2025,6,31214,"Coldfoot, AK",53.0,summer
2025,6,35709,"Wales, AK",53.0,summer
2025,6,31463,"Eagle, AK",52.0,summer
2025,6,34130,"Napaskiak, AK",52.0,summer
2025,6,33388,"Mammoth Lakes, CA",51.0,summer
2025,6,35160,"Takotna, AK",47.0,summer
2025,6,33715,"Nondalton, AK",46.0,summer
2025,6,34273,"Port Heiden, AK",46.0,summer
2025,6,33003,"Kulik Lake, AK",45.0,summer
2025,6,35171,"Tatitlek, AK",42.0,summer
2025,6,30455,"Eagle Nest, NM",41.0,summer
2025,6,33504,"Metlakatla, AK",41.0,summer
2025,6,34559,"Rampart, AK",41.0,summer
2025,6,32653,"Ekwok, AK",40.0,summer
2025,6,30056,"Kodiak Island, AK",36.0,summer
2025,6,31406,"Platinum, AK",36.0,summer
2025,6,30011,"Peach Springs, AZ",35.0,summer
2025,6,30661,"Boulder City, NV",35.0,summer
2025,6,31501,"Chenega, AK",33.0,summer
2025,6,32866,"Karluk, AK",32.0,summer
2025,6,34942,"Seldovia, AK",31.0,summer
2025,6,30243,"Akhiok, AK",29.0,summer
2025,6,34816,"Shageluk, AK",29.0,summer
2025,6,32621,"Birch Creek, AK",27.0,summer
2025,6,32841,"King Cove, AK",27.0,summer
2025,6,30313,"Anvik, AK",26.0,summer
2025,6,35342,"Taos, NM",26.0,summer
2025,6,32676,"Grayling, AK",24.0,summer
2025,6,35012,"St. George Island, AK",24.0,summer
2025,6,35236,"Tok, AK",22.0,summer
2025,6,33016,"Lake Minchumina, AK",20.0,summer
2025,6,30237,"Atka, AK",19.0,summer
2025,6,34270,"Port Alexander, AK",16.0,summer
2025,6,34464,"Ugashik, AK",16.0,summer
2025,6,30996,"Chuathbaluk, AK",13.0,summer
2025,6,32720,"Levelock, AK",13.0,summer
2025,6,32815,"Thorne Bay, AK",13.0,summer
2025,6,31028,"Crooked Creek, AK",12.0,summer
2025,6,32315,"Nikolski, AK",12.0,summer
2025,6,32854,"West Point, AK",12.0,summer
2025,6,35061,"Stevens Village, AK",11.0,summer
2025,6,31484,"Edna Bay, AK",9.0,summer
2025,6,32141,"Healy, AK",9.0,summer
2025,6,32253,"Hollis, AK",9.0,summer
2025,6,32784,"Perryville, AK",9.0,summer
2025,6,35754,"Hyder, AK",9.0,summer
2025,6,31245,"Chisana, AK",8.0,summer
2025,6,32294,"Igiugig, AK",8.0,summer
2025,6,34046,"Pedro Bay, AK",8.0,summer
2025,6,34131,"Parkersburg, WV",8.0,summer
2025,6,35278,"Tin City, AK",8.0,summer
2025,6,30961,"Craig, AK",7.0,summer
2025,6,31619,"Excursion Inlet, AK",7.0,summer
2025,6,32370,"Circle, AK",7.0,summer
2025,6,32633,"Coffman Cove, AK",7.0,summer
2025,6,32663,"False Pass, AK",7.0,summer
2025,6,32743,"Moser Bay, AK",7.0,summer
2025,6,33415,"Minto, AK",7.0,summer
2025,6,34493,"Red Devil, AK",6.0,summer
2025,6,34880,"Sleetmute, AK",6.0,summer
2025,6,31348,"Deming, NM",4.0,summer
2025,6,32705,"Kitoi Bay, AK",4.0,summer
2025,6,32771,"Olga Bay, AK",4.0,summer
2025,6,34987,"Stony River, AK",4.0,summer
2025,6,35853,"South Naknek, AK",4.0,summer
2025,6,31036,"Chicken, AK",3.0,summer
2025,6,32782,"Port Williams, AK",3.0,summer
2025,6,33111,"Cape Lisburne, AK",3.0,summer
2025,6,33704,"Nelson Lagoon, AK",3.0,summer
2025,6,34229,"Port Protection, AK",3.0,summer
2025,6,35250,"Tatalina, AK",3.0,summer
2025,6,36390,"Beluga, AK",3.0,summer
2025,6,30278,"Lazy Bay, AK",2.0,summer
2025,6,35086,"Soldotna, AK",2.0,summer
2025,6,35446,"Uganik, AK",2.0,summer
2025,6,31367,"Dora Bay, AK",1.0,summer
2025,6,34268,"Port Alsworth, AK",1.0,summer
2025,6,35091,"Seal Bay, AK",1.0,summer
2025,6,35793,"Meyers Chuck, AK",1.0,summer
2025,6,35885,"Whale Pass, AK",1.0,summer
2025,8,31703,"New York, NY",4025716.0,summer
2025,8,30397,"Atlanta, GA",3838332.0,summer
2025,8,30977,"Chicago, IL",3813847.0,summer
2025,8,30194,"Dallas/Fort Worth, TX",3729492.0,summer
2025,8,30325,"Denver, CO",3416870.0,summer
2025,8,32575,"Los Angeles, CA",3332601.0,summer
2025,8,30852,"Washington, DC",2897934.0,summer
2025,8,32457,"San Francisco, CA",2373347.0,summer
2025,8,30559,"Seattle, WA",2252687.0,summer
2025,8,32467,"Miami, FL",2095448.0,summer
2025,8,32211,"Las Vegas, NV",2052891.0,summer
2025,8,31057,"Charlotte, NC",2007210.0,summer
2025,8,31453,"Houston, TX",1858435.0,summer
2025,8,31454,"Orlando, FL",1846224.0,summer
2025,8,30721,"Boston, MA",1815268.0,summer
2025,8,30466,"Phoenix, AZ",1812791.0,summer
2025,8,31650,"Minneapolis, MN",1518926.0,summer
2025,8,31295,"Detroit, MI",1381575.0,summer
2025,8,34100,"Philadelphia, PA",1258595.0,summer
2025,8,34614,"Salt Lake City, UT",1106763.0,summer
2025,8,33570,"San Diego, CA",1096021.0,summer
2025,8,30693,"Nashville, TN",1080342.0,summer
2025,8,33195,"Tampa, FL",1016383.0,summer
2025,8,34057,"Portland, OR",866130.0,summer
2025,8,30423,"Austin, TX",839197.0,summer
2025,8,32134,"Honolulu, HI",713971.0,summer
2025,8,34492,"Raleigh/Durham, NC",657971.0,summer
2025,8,31123,"St. Louis, MO",657632.0,summer
2025,8,33192,"Sacramento, CA",589869.0,summer
2025,8,33198,"Kansas City, MO",493492.0,summer
2025,8,34819,"San Juan, PR",488132.0,summer
2025,8,30647,"Cleveland, OH",483432.0,summer
2025,8,30198,"Pittsburgh, PA",437094.0,summer
2025,8,33495,"New Orleans, LA",427276.0,summer
2025,8,32337,"Indianapolis, IN",411487.0,summer
2025,8,31066,"Columbus, OH",404602.0,summer
2025,8,33214,"San Antonio, TX",396150.0,summer
2025,8,33105,"Cincinnati, OH",369226.0,summer
2025,8,30299,"Anchorage, AK",316049.0,summer
2025,8,31136,"Jacksonville, FL",309760.0,summer
2025,8,31714,"Fort Myers, FL",306084.0,summer
2025,8,30529,"Hartford, CT",305107.0,summer
2025,8,33830,"Kahului, HI",283463.0,summer
2025,8,34027,"West Palm Beach/Palm Beach, FL",283366.0,summer
2025,8,33342,"Milwaukee, WI",266896.0,summer
2025,8,30994,"Charleston, SC",266156.0,summer
2025,8,30792,"Buffalo, NY",263794.0,summer
2025,8,33667,"Norfolk, VA",250223.0,summer
2025,8,34570,"Reno, NV",237174.0,summer
2025,8,30713,"Boise, ID",226483.0,summer
2025,8,30140,"Albuquerque, NM",225039.0,summer
2025,8,33316,"Omaha, NE",222338.0,summer
2025,8,34524,"Richmond, VA",217785.0,summer
2025,8,31135,"Myrtle Beach, SC",216691.0,summer
2025,8,31884,"Spokane, WA",202595.0,summer
2025,8,33851,"Oklahoma City, OK",198297.0,summer
2025,8,33244,"Memphis, TN",194219.0,summer
2025,8,31986,"Grand Rapids, MI",185041.0,summer
2025,8,33044,"Louisville, KY",179694.0,summer
2025,8,34685,"Savannah, GA",175242.0,summer
2025,8,30849,"Bozeman, MT",169410.0,summer
2025,8,32758,"Kona, HI",168012.0,summer
2025,8,32982,"Lihue, HI",160034.0,summer
2025,8,34321,"Portland, ME",158643.0,summer
2025,8,30615,"El Paso, TX",156342.0,summer
2025,8,30257,"Albany, NY",155226.0,summer
2025,8,35412,"Knoxville, TN",152707.0,summer
2025,8,31423,"Des Moines, IA",151580.0,summer
2025,8,34653,"Tulsa, OK",142301.0,summer
2025,8,35096,"Syracuse, NY",142134.0,summer
2025,8,33728,"Pensacola, FL",134842.0,summer
2025,8,30599,"Birmingham, AL",133586.0,summer
2025,8,31871,"Greer, SC",133143.0,summer
2025,8,30436,"Tucson, AZ",132295.0,summer
2025,8,31504,"Valparaiso, FL",130837.0,summer
2025,8,34576,"Rochester, NY",130545.0,summer
2025,8,34986,"Sarasota/Bradenton, FL",126314.0,summer
2025,8,30189,"Colorado Springs, CO",114554.0,summer
2025,8,33485,"Madison, WI",112856.0,summer
2025,8,34761,"Sanford, FL",111916.0,summer
2025,8,31834,"Fayetteville, AR",108614.0,summer
2025,8,31638,"Fresno, CA",105913.0,summer
2025,8,30431,"Asheville, NC",105803.0,summer
2025,8,32600,"Little Rock, AR",99942.0,summer
2025,8,32323,"Wilmington, NC",92045.0,summer
2025,8,31995,"Greensboro/High Point, NC",91509.0,summer
2025,8,31481,"Panama City, FL",90578.0,summer
2025,8,30928,"Wichita, KS",82893.0,summer
